2025-11-11 22:16:31,수량 증가,냄비,+1
2025-11-11 22:16:32,수량 증가,냄비,+1
2025-11-11 22:16:32,수량 증가,냄비,+1
2025-11-11 22:16:32,수량 증가,냄비,+1
2025-11-11 22:16:34,수량 감소,냄비,-1
2025-11-11 22:16:34,수량 감소,냄비,-1
2025-11-11 22:16:34,수량 감소,냄비,-1
2025-11-11 22:16:34,수량 감소,냄비,-1
2025-11-11 22:19:21,등록/수정,칼,31
2025-11-11 22:19:24,수량 증가,칼,+1
2025-11-11 22:19:25,수량 증가,칼,+1
2025-11-11 22:19:26,수량 감소,칼,-1
2025-11-11 22:19:26,수량 감소,칼,-1
2025-11-11 22:19:26,수량 감소,칼,-1
2025-11-11 22:26:28,신규등록,칼,31,2025-11-01
